,name,lon,lat,point
190,190,61.747854999999994,30.929705600000023,POINT (61.747854999999994 30.929705600000023)
191,191,61.747854999999994,31.179705600000023,POINT (61.747854999999994 31.179705600000023)
192,192,61.747854999999994,31.429705600000023,POINT (61.747854999999994 31.429705600000023)
193,193,61.747854999999994,31.679705600000023,POINT (61.747854999999994 31.679705600000023)
194,194,61.74785499999999,31.92970560000002,POINT (61.74785499999999 31.92970560000002)
195,195,61.747854999999994,32.17970560000002,POINT (61.747854999999994 32.17970560000002)
196,196,61.747854999999994,32.42970560000002,POINT (61.747854999999994 32.42970560000002)
197,197,61.747854999999994,32.67970560000002,POINT (61.747854999999994 32.67970560000002)
198,198,61.747854999999994,32.92970560000002,POINT (61.747854999999994 32.92970560000002)
199,199,61.747854999999994,33.17970560000002,POINT (61.747854999999994 33.17970560000002)
200,200,61.747854999999994,33.42970560000002,POINT (61.747854999999994 33.42970560000002)
201,201,61.747854999999994,33.67970560000002,POINT (61.747854999999994 33.67970560000002)
202,202,61.747854999999994,33.92970560000002,POINT (61.747854999999994 33.92970560000002)
203,203,61.747854999999994,34.17970560000002,POINT (61.747854999999994 34.17970560000002)
204,204,61.747854999999994,34.42970560000002,POINT (61.747854999999994 34.42970560000002)
205,205,61.747854999999994,34.67970560000002,POINT (61.747854999999994 34.67970560000002)
206,206,61.747854999999994,34.92970560000002,POINT (61.747854999999994 34.92970560000002)
207,207,61.747854999999994,35.17970560000002,POINT (61.747854999999994 35.17970560000002)
208,208,61.747854999999994,35.42970560000002,POINT (61.747854999999994 35.42970560000002)
209,209,61.747854999999994,35.67970560000002,POINT (61.747854999999994 35.67970560000002)
210,210,61.747854999999994,35.92970560000002,POINT (61.747854999999994 35.92970560000002)
211,211,61.747854999999994,36.17970560000002,POINT (61.747854999999994 36.17970560000002)
212,212,61.747854999999994,36.42970560000002,POINT (61.747854999999994 36.42970560000002)
213,213,61.747854999999994,36.67970560000002,POINT (61.747854999999994 36.67970560000002)
214,214,61.747854999999994,36.92970560000002,POINT (61.747854999999994 36.92970560000002)
215,215,61.747854999999994,37.17970560000002,POINT (61.747854999999994 37.17970560000002)
216,216,61.997854999999994,23.929705600000023,POINT (61.997854999999994 23.929705600000023)
217,217,61.997854999999994,24.179705600000023,POINT (61.997854999999994 24.179705600000023)
218,218,61.997854999999994,24.429705600000023,POINT (61.997854999999994 24.429705600000023)
219,219,61.997854999999994,24.679705600000023,POINT (61.997854999999994 24.679705600000023)
220,220,61.997854999999994,24.929705600000023,POINT (61.997854999999994 24.929705600000023)
221,221,61.997854999999994,25.179705600000023,POINT (61.997854999999994 25.179705600000023)
222,222,61.997854999999994,25.429705600000023,POINT (61.997854999999994 25.429705600000023)
223,223,61.997854999999994,25.679705600000023,POINT (61.997854999999994 25.679705600000023)
224,224,61.997854999999994,25.929705600000023,POINT (61.997854999999994 25.929705600000023)
225,225,61.997854999999994,26.179705600000023,POINT (61.997854999999994 26.179705600000023)
226,226,61.997854999999994,26.429705600000023,POINT (61.997854999999994 26.429705600000023)
227,227,61.997854999999994,26.679705600000023,POINT (61.997854999999994 26.679705600000023)
228,228,61.997854999999994,26.929705600000023,POINT (61.997854999999994 26.929705600000023)
229,229,61.997854999999994,27.179705600000023,POINT (61.997854999999994 27.179705600000023)
230,230,61.997854999999994,27.429705600000023,POINT (61.997854999999994 27.429705600000023)
231,231,61.997854999999994,27.679705600000023,POINT (61.997854999999994 27.679705600000023)
232,232,61.997854999999994,27.929705600000023,POINT (61.997854999999994 27.929705600000023)
233,233,61.997854999999994,28.179705600000023,POINT (61.997854999999994 28.179705600000023)
234,234,61.997854999999994,28.429705600000023,POINT (61.997854999999994 28.429705600000023)
