,date,teh,Point0_average,Point0_median,Point0_std,Point0_lat,Point0_lon,Point1_average,Point1_median,Point1_std,Point1_lat,Point1_lon,Point2_average,Point2_median,Point2_std,Point2_lat,Point2_lon,Point3_average,Point3_median,Point3_std,Point3_lat,Point3_lon,Point4_average,Point4_median,Point4_std,Point4_lat,Point4_lon,Point5_average,Point5_median,Point5_std,Point5_lat,Point5_lon,Point6_average,Point6_median,Point6_std,Point6_lat,Point6_lon,Point7_average,Point7_median,Point7_std,Point7_lat,Point7_lon,Point8_average,Point8_median,Point8_std,Point8_lat,Point8_lon,Point9_average,Point9_median,Point9_std,Point9_lat,Point9_lon,Point10_average,Point10_median,Point10_std,Point10_lat,Point10_lon,Point11_average,Point11_median,Point11_std,Point11_lat,Point11_lon,Point12_average,Point12_median,Point12_std,Point12_lat,Point12_lon,Point13_average,Point13_median,Point13_std,Point13_lat,Point13_lon,Point14_average,Point14_median,Point14_std,Point14_lat,Point14_lon,Point15_average,Point15_median,Point15_std,Point15_lat,Point15_lon,Point16_average,Point16_median,Point16_std,Point16_lat,Point16_lon,Point17_average,Point17_median,Point17_std,Point17_lat,Point17_lon,Point18_average,Point18_median,Point18_std,Point18_lat,Point18_lon,Point19_average,Point19_median,Point19_std,Point19_lat,Point19_lon,Point20_average,Point20_median,Point20_std,Point20_lat,Point20_lon,Point21_average,Point21_median,Point21_std,Point21_lat,Point21_lon,Point22_average,Point22_median,Point22_std,Point22_lat,Point22_lon,Point23_average,Point23_median,Point23_std,Point23_lat,Point23_lon,Point24_average,Point24_median,Point24_std,Point24_lat,Point24_lon,Point25_average,Point25_median,Point25_std,Point25_lat,Point25_lon,Point26_average,Point26_median,Point26_std,Point26_lat,Point26_lon
0,198601,bahawalnagar,285.384,283.96875,5.56142,29.929705600000023,72.997855,285.41977,284.25,5.618252,29.679705600000023,73.247855,285.51883,284.3125,5.6085606,29.929705600000023,73.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,chishtian,285.84467,284.75,5.5770817,29.429705600000023,72.747855,285.54813,284.3125,5.5122485,29.679705600000023,72.747855,285.57175,284.375,5.5358915,29.679705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,fort abbas,286.73706,286.34375,5.6517844,28.929705600000023,72.497855,286.3955,285.78125,5.7153945,29.179705600000023,72.497855,286.2556,285.46875,5.646544,29.179705600000023,72.747855,286.1097,285.40625,5.636882,29.179705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,haroonabad,286.1097,285.40625,5.636882,29.179705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,minchinabad,285.41483,284.0625,5.4534397,30.179705600000023,73.497855,285.3147,283.9375,5.346316,30.179705600000023,73.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,ahmadpur east,286.47867,284.78125,5.5306306,29.179705600000023,70.997855,285.85376,284.28125,5.6300755,29.179705600000023,71.247855,285.8252,284.03125,5.598054,29.429705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,bahawalpur,285.8252,284.03125,5.598054,29.429705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,hasilpur,285.93936,284.875,5.625442,29.429705600000023,72.497855,285.5579,284.125,5.499781,29.679705600000023,72.497855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,khairpur tamewali,285.83273,284.375,5.527282,29.429705600000023,71.997855,285.63684,284.15625,5.4663024,29.679705600000023,72.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,198601,yazman,287.50278,287.03125,5.6324906,28.179705600000023,70.997855,287.11652,286.6875,5.811918,28.429705600000023,70.997855,286.62482,285.875,6.009724,28.679705600000023,70.997855,287.54907,287.375,5.728657,27.929705600000023,71.247855,287.4597,287.03125,5.6340795,28.179705600000023,71.247855,287.26553,286.875,5.629871,28.429705600000023,71.247855,286.7563,286.15625,5.7352505,28.679705600000023,71.247855,286.12576,285.125,5.664785,28.929705600000023,71.247855,287.5778,287.5,5.638256,27.929705600000023,71.497855,287.3582,287.125,5.71059,28.179705600000023,71.497855,287.2257,286.78125,5.6448803,28.429705600000023,71.497855,286.87845,286.28125,5.66663,28.679705600000023,71.497855,286.31268,285.28125,5.5943556,28.929705600000023,71.497855,287.48386,287.40625,5.699911,27.929705600000023,71.747855,287.2626,287.0625,5.7436466,28.179705600000023,71.747855,287.17682,286.8125,5.647947,28.429705600000023,71.747855,286.90573,286.375,5.633038,28.679705600000023,71.747855,286.43457,285.5625,5.6488233,28.929705600000023,71.747855,286.0,284.75,5.5786915,29.179705600000023,71.747855,287.16153,286.96875,5.663187,28.429705600000023,71.997855,286.90265,286.5625,5.638879,28.679705600000023,71.997855,286.60333,286.0625,5.693011,28.929705600000023,71.997855,286.1686,285.0625,5.570508,29.179705600000023,71.997855,286.94003,286.75,5.664438,28.679705600000023,72.247855,286.6643,286.25,5.6292577,28.929705600000023,72.247855,286.37164,285.65625,5.636345,29.179705600000023,72.247855,286.01285,284.875,5.5396123,29.429705600000023,72.247855
