,date,teh,Point0_average,Point0_median,Point0_std,Point0_lat,Point0_lon,Point1_average,Point1_median,Point1_std,Point1_lat,Point1_lon,Point2_average,Point2_median,Point2_std,Point2_lat,Point2_lon,Point3_average,Point3_median,Point3_std,Point3_lat,Point3_lon,Point4_average,Point4_median,Point4_std,Point4_lat,Point4_lon,Point5_average,Point5_median,Point5_std,Point5_lat,Point5_lon,Point6_average,Point6_median,Point6_std,Point6_lat,Point6_lon,Point7_average,Point7_median,Point7_std,Point7_lat,Point7_lon,Point8_average,Point8_median,Point8_std,Point8_lat,Point8_lon,Point9_average,Point9_median,Point9_std,Point9_lat,Point9_lon,Point10_average,Point10_median,Point10_std,Point10_lat,Point10_lon,Point11_average,Point11_median,Point11_std,Point11_lat,Point11_lon,Point12_average,Point12_median,Point12_std,Point12_lat,Point12_lon,Point13_average,Point13_median,Point13_std,Point13_lat,Point13_lon,Point14_average,Point14_median,Point14_std,Point14_lat,Point14_lon,Point15_average,Point15_median,Point15_std,Point15_lat,Point15_lon,Point16_average,Point16_median,Point16_std,Point16_lat,Point16_lon,Point17_average,Point17_median,Point17_std,Point17_lat,Point17_lon,Point18_average,Point18_median,Point18_std,Point18_lat,Point18_lon,Point19_average,Point19_median,Point19_std,Point19_lat,Point19_lon,Point20_average,Point20_median,Point20_std,Point20_lat,Point20_lon,Point21_average,Point21_median,Point21_std,Point21_lat,Point21_lon,Point22_average,Point22_median,Point22_std,Point22_lat,Point22_lon,Point23_average,Point23_median,Point23_std,Point23_lat,Point23_lon,Point24_average,Point24_median,Point24_std,Point24_lat,Point24_lon,Point25_average,Point25_median,Point25_std,Point25_lat,Point25_lon,Point26_average,Point26_median,Point26_std,Point26_lat,Point26_lon
0,199001,bahawalnagar,288.1213,287.5625,5.0600204,29.929705600000023,72.997855,288.13467,287.4375,5.2011485,29.679705600000023,73.247855,288.02396,287.3125,5.1139364,29.929705600000023,73.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,chishtian,288.49698,287.75,5.15685,29.429705600000023,72.747855,288.3441,287.75,5.028748,29.679705600000023,72.747855,288.28082,287.6875,5.097878,29.679705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,fort abbas,289.6455,289.125,5.7001257,28.929705600000023,72.497855,289.24075,288.65625,5.508601,29.179705600000023,72.497855,288.92474,288.1875,5.4154553,29.179705600000023,72.747855,288.69037,288.0,5.395122,29.179705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,haroonabad,288.69037,288.0,5.395122,29.179705600000023,72.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,minchinabad,287.75705,287.0625,5.044303,30.179705600000023,73.497855,287.6461,286.90625,5.050512,30.179705600000023,73.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,ahmadpur east,289.4863,288.65625,5.076654,29.179705600000023,70.997855,288.90515,288.15625,5.0460434,29.179705600000023,71.247855,288.87122,288.21875,4.9446745,29.429705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,bahawalpur,288.87122,288.21875,4.9446745,29.429705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,hasilpur,288.6848,287.9375,5.1940784,29.429705600000023,72.497855,288.32184,287.625,4.978232,29.679705600000023,72.497855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,khairpur tamewali,288.6218,287.8125,5.082837,29.429705600000023,71.997855,288.41205,287.65625,4.98086,29.679705600000023,72.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,yazman,290.84064,290.5625,5.582477,28.179705600000023,70.997855,290.4873,290.21875,5.638598,28.429705600000023,70.997855,290.06418,289.75,5.676163,28.679705600000023,70.997855,290.92078,290.6875,5.7407665,27.929705600000023,71.247855,290.7085,290.40625,5.645503,28.179705600000023,71.247855,290.49185,290.25,5.595447,28.429705600000023,71.247855,290.05554,289.875,5.5323515,28.679705600000023,71.247855,289.29764,288.75,5.249367,28.929705600000023,71.247855,290.96017,290.6875,5.6892586,27.929705600000023,71.497855,290.66483,290.3125,5.7658334,28.179705600000023,71.497855,290.39044,290.0625,5.6585603,28.429705600000023,71.497855,290.04688,289.8125,5.5441904,28.679705600000023,71.497855,289.5048,288.9375,5.276324,28.929705600000023,71.497855,290.83575,290.5625,5.8053517,27.929705600000023,71.747855,290.54385,290.28125,5.834137,28.179705600000023,71.747855,290.33014,290.03125,5.709931,28.429705600000023,71.747855,290.0305,289.53125,5.599132,28.679705600000023,71.747855,289.5094,289.0625,5.4129534,28.929705600000023,71.747855,288.9896,288.28125,5.172664,29.179705600000023,71.747855,290.3151,290.0625,5.776088,28.429705600000023,71.997855,290.0126,289.6875,5.655901,28.679705600000023,71.997855,289.56207,289.125,5.5850673,28.929705600000023,71.997855,289.04166,288.3125,5.3082643,29.179705600000023,71.997855,290.00244,289.65625,5.7114506,28.679705600000023,72.247855,289.5809,289.09375,5.6284127,28.929705600000023,72.247855,289.25555,288.75,5.4489164,29.179705600000023,72.247855,288.80377,288.0625,5.1763625,29.429705600000023,72.247855
0,199001,dera ghazi khan,287.42035,287.0,4.3340793,29.929705600000023,70.247855,289.72992,289.1875,4.7646937,29.679705600000023,70.497855,288.60208,288.0625,4.643667,29.929705600000023,70.497855,288.10242,287.5,4.512342,30.179705600000023,70.497855,289.00058,288.5,4.9452887,29.929705600000023,70.747855,288.8556,288.25,4.8301587,30.179705600000023,70.747855,288.97546,288.1875,4.7571177,30.429705600000023,70.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,taunsa,287.32065,286.65625,4.2315197,30.929705600000023,70.497855,287.58762,287.03125,3.910016,31.179705600000023,70.497855,288.94824,288.3125,4.690387,30.679705600000023,70.747855,288.42877,287.6875,4.7104797,30.929705600000023,70.747855,288.32822,287.8125,4.4380655,31.179705600000023,70.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,jahanian,288.32822,287.8125,4.4380655,31.179705600000023,70.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,kabirwala,288.32822,287.8125,4.4380655,31.179705600000023,70.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,khanewal,288.1113,287.5625,4.839592,30.179705600000023,71.997855,288.04428,287.25,4.866196,30.429705600000023,71.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,chaubara,288.2116,287.6875,5.080246,30.679705600000023,71.497855,287.8935,287.34375,4.98478,30.929705600000023,71.497855,287.71414,287.15625,4.9245224,31.179705600000023,71.497855,287.85208,287.34375,4.877498,30.929705600000023,71.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,karor lal esan,287.28873,286.4375,4.585822,31.179705600000023,70.997855,287.46017,286.875,4.839536,31.179705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,layyah,287.81293,287.0,4.9700766,30.679705600000023,70.997855,287.42532,286.625,4.7274113,30.929705600000023,70.997855,287.64542,287.09375,4.899289,30.929705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,dunya pur,287.64542,287.09375,4.899289,30.929705600000023,71.247855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,karorpacca,288.4933,287.8125,4.9279456,29.679705600000023,71.747855,288.4864,287.71875,4.9497433,29.679705600000023,71.997855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,lodhran,288.6194,287.75,4.9833555,29.429705600000023,71.497855,288.55795,287.8125,4.943378,29.679705600000023,71.497855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,jalalpur pirwala,288.55795,287.8125,4.943378,29.679705600000023,71.497855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,multan city,288.55795,287.8125,4.943378,29.679705600000023,71.497855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,multan saddar,288.52158,287.9375,4.921994,29.929705600000023,71.497855,288.39963,287.84375,5.029626,30.429705600000023,71.497855,288.21722,287.6875,4.856649,30.179705600000023,71.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,199001,shujabad,288.21722,287.6875,4.856649,30.179705600000023,71.747855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
